Art17_FLAUWWTPID,ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,repCode,uwwCode,uwwName
3396,26865,,0,,3700,20161231,20171231,20111231,20121231,2,3637,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_151825_01,ROWP Nanov
3398,26865,,0,,3300,20161231,20171231,20111231,20121231,2,3288,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_154807_01,ROWP Troianul
3440,26865,,0,,5500,20191231,20201231,20151231,20161231,2,5458,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_103247_01,ROWP Ghimpati
3417,26865,,0,,2400,20171231,20181231,20131231,20141231,2,2379,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152476_01,ROWP Calmatuiu de Sus
3419,26865,,0,,2700,20171231,20181231,20131231,20141231,2,2659,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152591_01,ROWP Cosmesti
3270,26865,"In the revised Master Plan of Timis County, Calacea  will be part of the agglomeration Ortisoara",0,,3500,20201231,20211231,20141231,20170101,2,2302,1.43,1,0,,"Construction of wastewater treatment plant in Ortisoara
Transfer of sewage from Calacea to Ortisoara wastewater treatment plant ",1,National and local budget,NR,P,,ROWP_158029_01,ROWP Ortisoara
3272,26865,Wastewater treatment plant is completed but is not functional; loads from Peciu Nou,0,,7500,20201231,20211231,20161231,20170101,3m,3152,1.07,0,0,,Wastewater treatment plant is completed but is not functional,0,,NR,P,,ROWP_158074_01,ROWP Peciu Nou
3274,26865,Wastewater treatment plant is completed but is not functional,0,,7000,20201231,20211231,20140101,20150101,2,4722,1,0,0,,Wastewater treatment plant is completed but is not functional,0,,NR,P,,ROWP_158118_01,ROWP Periam
3276,26865,,0,,2555,20201231,20211231,20150917,20170101,3m,2195,1.37,0,0,,Construction of wastewater treatment plant in Pesac,0,National and local budget,NR,P,,ROWP_158127_01,ROWP Pesac
3278,26865,"In the revised Master Plan of Timis County, Izvin will be part of the agglomeration Recas",0,CF,6950,20201231,20211231,20110224,20150101,3m,4958,1.15,1,0,EBRD,"POS I: Under construction new sewage treatment plant
POIM: Extension capacity for wastewater treatment plant ( 5748-6950 p.e.)",1,National and local budget,NR,P,,ROWP_158323_01,ROWP Recas
3279,26865,,1,CF,3250,20201231,20211231,20161231,20170109,2,3203,1.85,1,0,EBRD,Construction of wastewater treatment plant in Satchinez,0,National and local budget,NR,P,,ROWP_158537_01,ROWP Satchinez
3281,26865,"In the revised Master Plan of Timis County,Saravale will be part of the Sanpetru Mare agglomeration",2,CF,5200,20201231,20211231,20161231,20170109,2,5160,2.6,2,0,EBRD,"Construction of wastewater treatment plant in Sanpetru Mare
Transfer of sewage from Saravale to Sanpetru Mare wastewater treatment plant ",0,National and local budget,NR,P,,ROWP_158742_01,ROWP Sanpetru Mare
3283,26865,,1,CF,5140,20201231,20211231,20161231,20170109,2,3216,0.78,1,0,EBRD,Construction of wastewater treatment plant in Sag,0,National and local budget,NR,P,,ROWP_158788_01,ROWP Sag
3285,26865,"In a future phase, loads from Nerau and Teremia Mica will be evacuated also in to teremia mare lagoon",0,,3900,20201231,20211231,20161231,20170109,2,2305,1.67,1,0,,Construction of lagoon treatment system,1,National and local budget,NR,P,,ROWP_158868_01,ROWP Teremia Mare
3424,26865,,1,ERDF,8700,20191231,20201231,20151231,20161231,2,8609,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_102810_01,ROWP Floresti-Stoienesti
3426,26865,,1,CF,3300,20191231,20201231,20151231,20161231,2,3233,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_104001_01,ROWP Joita
3428,26865,,1,EARDF,2600,20171231,20181231,20131231,20141231,2,2519,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_104001_01_01,ROWP Sabareni
3430,26865,,0,EARDF,2400,20171231,20181231,20131231,20141231,2,2353,0,0,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_104001_02_01,ROWP Cosoba
3286,26865,,0,EARDF,4500,20201231,20211231,20090106,20150101,2,4458,1.56,0,0,,Construction of wastewater treatment plant in Varias,0,National and local budget,NR,P,,ROWP_159222_01,ROWP Varias
3309,26865,,0,,2400,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_70753_01,ROWP Primaria Argetoaia
3311,26865,,0,,2400,20191231,20201231,20141231,20161231,2,0,0,4,,,Construction of WWTP with secondary treatment,4,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_72506_01,ROWP Primaria Giubega
3312,26865,,0,,2500,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_72533_01,ROWP Primaria Giurgita
3314,26865,,0,,4000,20201231,20211231,20141231,20161231,2,0,0,4,,,Construction of WWTP with secondary treatment,4,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_72926_01,ROWP Primaria Leu
3316,26865,,0,ERDF,2000,20201231,20211231,20141231,20161231,2,0,0,0,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_73772_01,ROWP Primaria Predesti
3318,26865,,0,,2000,20171231,20181231,20141231,20161231,2,0,0,1,,,Construction of WWTP with secondary treatment,1,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_74322_01,ROWP Primaria Teasc
3319,26865,,0,,3000,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_74509_01,ROWP Primaria Tuglui
3321,26865,,0,,4400,20201231,20211231,20141231,20161231,2,0,0,3,,,Construction of WWTP with secondary treatment,3,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_74536_01,ROWP Primaria Unirea
3324,26865,,0,,2600,20201231,20211231,20141231,20161231,2,0,0,1,,,Construction of WWTP with secondary treatment,1,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_74554_01,ROWP Primaria Urzicuta
3325,26865,,0,,7000,20201231,20211231,20141231,20161231,2,0,0,6,,,Construction of WWTP with secondary treatment,6,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_74590_01,ROWP Primaria Valea Stanciului
3327,26865,,1,ERDF,4000,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_78711_01,ROWP Primaria Baia de Fier
3329,26865,,1,ERDF,2000,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82047_01,ROWP Primaria Slivilesti
3435,26865,,0,,6500,20191231,20201231,20151231,20161231,2,6450,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_100790_01,ROWP Adunatii Copaceni
3436,26865,,1,CF,6100,20191231,20201231,20151231,20161231,2,6063,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_101671_01,ROWP Calugareni
3438,26865,,0,,5900,20191231,20201231,20151231,20161231,2,5705,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_105883_01,ROWP Varasti
3288,26865,,0,,15000,20201231,20211231,20141231,20171231,3NP,13417,0,2,,,Construction of treatment plant with tertiary treatment,2,"National budget, Local budget (municipality)",Absence of  waste water treatment ,P,,ROWP_82895_01,ROWP S.C. Rovego S.A. Rovinari
3290,26865,,2,ERDF,2500,20201231,20211231,20141231,20171231,2,1819,0,3,,,Construction of treatment plant with secondary treatment,1,"National budget, Local budget (municipality)",Absence of  waste water treatment ,P,,ROWP_82430_01,ROWP S.C. Stanjenelu SRL - Tismana
3292,26865,,1,ERDF,3200,20201231,20211231,20141231,20171231,2,1949,0,1,,,Construction of treatment plant with secondary treatment,0,"National budget, Local budget (municipality)",Absence of  waste water treatment ,P,,ROWP_82314_01,ROWP Primaria Stoina
3294,26865,,1,CF,8750,20161231,20171230,20141231,20141230,2,7939,0,2,0,Water operator loan, Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of  waste water treatment ,P,,ROWP_110116_01,ROWP S.C. Secom S.A. - Strehaia
3296,26865,,0,CF,2100,20171231,20181231,20141231,20141231,2,2078,0,0,0,Water operator loan,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of  waste water treatment ,P,,ROWP_109791_01,ROWP Primaria Gura Vaii
3297,26865,,3,CF,5200,20201231,20211231,20121231,20131231,2,3956,0,3,,,Construction of the seciondary UWWTPS Plenita,0, Buget Local ,Absence of appropriate collection and  treatment systems and  of individual systems ,P,,ROWP_73709_01,ROWP Compania de Apa Oltenia S.A. Craiova - Primaria Caraula si Primaria Plenita
3489,26865,,0,,2500,20191231,20201231,20151231,20161231,2,2478,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_103201_01,ROWP Gaujani
3299,26865,,1,CF,6000,20161231,20171231,20151231,20151231,2,0,0,1,0,Water operator loan,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_111444_01,ROWP Primaria Cujmir
3301,26865,,0,ERDF,2300,20201231,20211231,20141231,20171231,2,0,0,0,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_111809_01,ROWP Primaria Vrata
3303,26865,,0,,4000,20171231,20181231,20140116,20141231,2,0,0,0,,,Construction of WWTP with secondary treatment,0,National budget,Absence of UWWTP,P,,ROWP_112879_01,ROWP Primaria Patulele (Viasu)
3305,26865,,1,CF,2000,20161231,20181231,20141231,20141231,2,0,0,1,0,Water operator loan,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_113867_01,ROWP Primaria Branistea
3307,26865,,0,,3000,20201231,20211231,20141231,20161231,2,0,0,3,,,Construction of WWTP with secondary treatment,3,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_70245_01,ROWP Primaria Milesti - Romanesti
3539,26865,,0,,3600,20171231,20181231,20131231,20141231,2,3519,0,3,,,Building of a new wastewater plant ,3,National budget,NR,P,,ROWP_16374_01,ROWP Darmanesti
3542,26865,,0,,3900,20171231,20181231,20131231,20141231,2,3889,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_15910_01,ROWP Cosesti
3444,26865,,9,CF,4600,20191231,20201231,20151231,20161231,2,4502,0,9,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_105981_01,ROWP Vanatorii Mici
3446,26865,,0,CF,3200,20191231,20201231,20151231,20161231,2,3171,0,0,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_103416_01,ROWP Gradinari
3447,26865,,1,CF,4900,20191231,20201231,20151231,20161231,2,4863,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_102357_01,ROWP Crevedia Mare
3331,26865,,1,ERDF,2200,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82555_01,ROWP Primaria Turburea
3333,26865,,1,ERDF,2400,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82680_01,ROWP Primaria Tantareni
3335,26865,,1,ERDF,7000,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82733_01,ROWP Primaria Urdari
3336,26865,,1,ERDF,2900,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82779_01_01,ROWP Primaria Covrigi
3338,26865,,1,ERDF,3500,20201231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_82831_01,ROWP Primaria Vladimir
3340,26865,,0,,2500,20181231,20211231,20141231,20171231,2,0,0,1,,,Construction of WWTP with secondary treatment,1,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_112771_01,ROWP Primaria Oprisor
3354,26865,,0,,6000,20161231,20171231,20111231,20121231,2,5120,0,4,,,Building of a new wastewater plant,4,National budget,NR,P,,ROWP_18787_01,ROWP Stalpeni
3356,26865,,0,,3500,20171231,20181231,20131231,20141231,2,3040,0,0,,,Building of a new wastewater plant,0,National budget,NR,P,,ROWP_16463_01,ROWP PRIMARIA DOMNESTI
3357,26865,,2,EARDF,5000,20191231,20201231,20151231,20161231,2,4762,0,2,,,Building of a new wastewater plant,0,,NR,P,,ROWP_14469_01,ROWP PRIMARIA BARLA
3341,26865,,0,,4500,20201231,20211231,20150116,20171231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,National budget,Absence of UWWTP,P,,ROWP_113894_01,ROWP Primaria Vanjulet
3343,26865,,0,,2600,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_70520_01,ROWP Primaria Afumati
3345,26865,,1,ERDF,2500,20201231,20211231,20141231,20161231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_70566_01,ROWP Primaria Almaj
3347,26865,,0,,4500,20201231,20211231,20141231,20161231,2,0,0,3,,,Construction of WWTP with secondary treatment,3,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_71055_01,ROWP Primaria Bradesti
3349,26865,,0,,2500,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_71536_01,ROWP Primaria Carpen
3350,26865,,0,ERDF,2500,20201231,20211231,20141231,20161231,2,0,0,1,,,Construction of WWTP with secondary treatment,0,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_71910_01,ROWP Primaria Cotofenii din Dos
3449,26865,,1,CF,3800,20191231,20201231,20151231,20161231,2,3772,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_103906_01,ROWP Izvoarele
3453,26865,,0,,2400,20191231,20201231,20151231,20161231,2,2303,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_104797_01,ROWP Rasuceni
3359,26865,,0,,10000,20171231,20181231,20131231,20141231,2,7489,0,2,,,Building of a new wastewater plant and sludge management,2,National budget,NR,P,,ROWP_179329_01,ROWP Dobroiesti
3361,26865,,0,,25000,20191231,20201231,20151231,20161231,3NP,21439,0,4,,,Building of a new wastewater plant and sludge management,4,National budget,NR,P,,ROWP_179542_01,ROWP Popesti Leordeni
3363,26865,,0,,40000,20191231,20201231,20151231,20161231,3NP,34887,0,5,,,Building of a new wastewater plant and sludge management,5,National budget,NR,P,,ROWP_179524_01,ROWP Pantelimon
3365,26865,,0,,6000,20171231,20181231,20131231,20141231,2,5628,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_105428_01,ROWP SC EURO APAVOL SA Stefanestii de Jos
3392,26865,,0,,4100,20171231,20181231,20131231,20141231,2,4018,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153348_01,ROWP Marzanesti 
3370,26865,,0,,2500,20171231,20181231,20131231,20141231,2,2329,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_127910_01,ROWP Optasi Magura
3372,26865,,0,,3000,20161231,20171231,20111231,20121231,2,2961,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_129594_01,ROWP Tufeni
3374,26865,,0,,3000,20161231,20171231,20111231,20121231,2,2754,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_129772_01,ROWP Valeni
3375,26865,,0,,3100,20161231,20171231,20111231,20121231,2,3098,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_129255_01,ROWP Serbanesti
3377,26865,,0,,2700,20171231,20181231,20131231,20141231,2,2656,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_127331_01,ROWP Icoana
3379,26865,,0,,2100,20171231,20181231,20131231,20141231,2,2013,0,1,,,Building of a new wastewater plant and sludge management,1,National budget,NR,P,,ROWP_128481_01,ROWP Radomiresti
3384,26865,,0,,2900,20171231,20181231,20131231,20141231,2,2849,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152047_01_01,ROWP Frasinet
3386,26865,,0,,2600,20171231,20181231,20131231,20141231,2,2591,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153213_01_01,ROWP Nenciulesti
3388,26865,,0,,2700,20171231,20181231,20131231,20141231,2,2625,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_154479_01,ROWP Suhaia
3390,26865,,0,,4500,20171231,20181231,20131231,20141231,2,4485,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153286_01,ROWP Maldaieni
3459,26865,,1,CF,3400,20191231,20201231,20151231,20161231,2,3389,0,1,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_102080_01,ROWP Colibasi
3461,26865,,0,CF,3000,20191231,20201231,20151231,20161231,2,2995,0,0,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_105115_01,ROWP Singureni
3463,26865,,0,,3300,20171231,20181231,20131231,20141231,2,3298,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_101993_01,ROWP Clejani
3464,26865,,0,ERDF,2900,20191231,20201231,20151231,20161231,2,2889,0,0,,,Building of a new wastewater plant ,0,,NR,P,,ROWP_105785_01,ROWP Valea Dragului
3400,26865,,0,,3300,20161231,20171231,20111231,20121231,2,3247,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152626_01,ROWP Crangeni
3401,26865,,0,,3100,20161231,20171231,20111231,20121231,2,3067,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153945_01,ROWP Salcia
3403,26865,,0,,3000,20161231,20171231,20111231,20121231,2,2954,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_154674_01,ROWP Tatarastii de Sus
3405,26865,,0,,3000,20161231,20171231,20111231,20121231,2,2971,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153302_01,ROWP Mereni
3407,26865,,0,,2800,20171231,20181231,20131231,20141231,2,2781,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153785_01,ROWP Vitanesti
3408,26865,,0,,2900,20171231,20181231,20131231,20141231,2,2861,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_153259_01,ROWP Magura
3410,26865,,0,,3000,20171231,20181231,20131231,20141231,2,2921,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152261_01,ROWP Branceni
3412,26865,,0,,2900,20171231,20181231,20131231,20141231,2,2826,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_153115_01,ROWP Izvoarele
3414,26865,,0,,2600,20171231,20181231,20131231,20141231,2,2506,0,2,,,Building of a new wastewater plant ,2,National budget,NR,P,,ROWP_153838_01,ROWP Putineiu
3420,26865,,0,,2300,20171231,20181231,20131231,20141231,2,2291,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_152421_01,ROWP Calmatuiu   
3431,26865,,0,,7300,20191231,20201231,20151231,20161231,2,7212,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_102115_01,ROWP Comana
3481,26865,,0,,3500,20191231,20201231,20151231,20161231,2,3497,0,1,,,Building of a new wastewater plant ,1,National budget,NR,P,,ROWP_104528_01,ROWP Oinacu
3485,26865,,0,,2900,20191231,20201231,20151231,20161231,2,2835,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_105302_01,ROWP Stanesti
3487,26865,,0,,2700,20171231,20181231,20131231,20141231,2,2605,0,0,,,Building of a new wastewater plant ,0,National budget,NR,P,,ROWP_104724_01,ROWP Putineiu
3353,26865,,0,,2500,20201231,20211231,20141231,20161231,2,0,0,2,,,Construction of WWTP with secondary treatment,2,"National budget, Local budget (municipality)",Absence of UWWTP,P,,ROWP_73102_01,ROWP Primaria Melinesti
